Fragment.ID,New.Fragment.ID,Rack,Depth,Date,TimePoint,Status,Mass.g,Temp.C,Days,Length.mm,Width.mm,QC,Notes
50,,100,Deep,20180507,Time2,Fixed_Time1,NA,NA,NA,NA,NA,HP,
51,,100,Deep,20180507,Time2,Alive,6.204,28.8,99,24,25,HP,
54,,100,Deep,20180507,Time2,Alive,4.568,28.8,99,21,21,HP,
60,,100,Deep,20180507,Time2,Fixed_Time2,3.414,28.8,99,NA,NA,HP,
64,,100,Deep,20180507,Time2,Alive,6.095,28.8,99,28,35,HP,
69,,100,Deep,20180507,Time2,Alive,5.243,28.8,99,18,20,HP,
78,,100,Deep,20180507,Time2,Alive,2.985,28.8,99,14,21,HP,
80,,100,Deep,20180507,Time2,Fixed_Time1,NA,NA,NA,NA,NA,HP,
88,,100,Deep,20180507,Time2,Dead_Time2,NA,28.8,99,28.7,28.5,HP,
102,,100,Deep,20180507,Time2,Alive,14.738,28.8,99,32,30,HP,
103,,100,Deep,20180507,Time2,Dead_Time2,NA,28.8,99,36,29,HP,
106,,100,Deep,20180507,Time2,Alive,8.7,28.8,99,21,27,HP,
108,,100,Deep,20180507,Time2,Fixed_Time2,20.217,28.8,99,NA,NA,HP,
109,,100,Deep,20180507,Time2,Alive,24.352,28.8,99,33,35,HP,
110,,100,Deep,20180507,Time2,Alive,7.771,28.8,99,22,24,HP,
112,,100,Deep,20180507,Time2,Dead_Time2,NA,28.8,99,33.4,32,HP,
114,,100,Deep,20180507,Time2,Alive,11.398,28.8,99,30,31,HP,
118,,100,Deep,20180507,Time2,Alive,16.978,28.8,99,31,42,HP,
125,,100,Deep,20180507,Time2,Alive,16.411,28.8,99,33,31,HP,
3,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
4,50,11,Shallow,20180827,Time3,Alive,14.475,26.9,163,32,28,,
7,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
10,NA,11,Shallow,20180827,Time3,Dead_Time1,NA,NA,NA,NA,NA,,
14,53,11,Shallow,20180827,Time3,Alive,25.402,26.9,163,40,37,,
17,58,11,Shallow,20180827,Time3,Alive,9.547,26.9,163,26,30,,
18,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
20,NA,11,Shallow,20180827,Time3,Fixed_Time2,NA,NA,NA,NA,NA,,
21,52,11,Shallow,20180827,Time3,Alive,10.288,26.9,163,30,26,,
30,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
31,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
33,55,11,Shallow,20180827,Time3,Alive,8.436,26.9,163,26,31,,
36,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
39,45,11,Shallow,20180827,Time3,Alive,5.026,26.9,163,13,22,,
41,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
42,NA,11,Shallow,20180827,Time3,Fixed_Time1,,,,,,,
43,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
47,NA,11,Shallow,20180827,Time3,Dead_Time3,8.266,26.9,163,NA,NA,,
52,48,11,Shallow,20180827,Time3,Alive,7.341,26.9,163,18,18,,
53,NA,11,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
57,51,11,Shallow,20180827,Time3,Alive,3.062,26.9,163,18,18,,
62,NA,11,Shallow,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
72,54,11,Shallow,20180827,Time3,Alive,6.551,26.9,163,24,26,,
73,49,11,Shallow,20180827,Time3,Alive,3.808,26.9,163,17,18,,
74,46,11,Shallow,20180827,Time3,Alive,7.055,26.9,163,22,28,,
77,NA,11,Shallow,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
96,NA,11,Shallow,20180827,Time3,Dead_Time3,11.234,26.9,,25,27,,
99,56,11,Shallow,20180827,Time3,Alive,7.322,26.9,163,26,35,,
116,NA,11,Shallow,20180827,Time3,Dead_Time1,NA,NA,NA,NA,NA,,
121,NA,11,Shallow,20180827,Time3,Dead_Time3,10.707,26.9,163,NA,NA,,
6,78,58,Deep,20180827,Time3,Alive,10.066,26.9,163,22,21,,
22,NA,58,Deep,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
25,81,58,Deep,20180827,Time3,Alive,8.481,26.9,163,19,12.5,,
27,87,58,Deep,20180827,Time3,Alive,7.639,26.9,163,23,17,,
28,88,58,Deep,20180827,Time3,Alive,9.231,26.9,163,33,28,,
38,90,58,Deep,20180827,Time3,Alive,22.455,26.9,163,31.5,25,,
40,NA,58,Deep,20180827,Time3,Dead_Time3,13.428,26.9,163,NA,NA,,
44,89,58,Deep,20180827,Time3,Alive,11.597,26.9,163,23,23.5,,
45,80,58,Deep,20180827,Time3,Alive,9.044,26.9,163,23,16,,
46,83,58,Deep,20180827,Time3,Alive,9.804,26.9,163,31,24,,
49,NA,58,Deep,20180827,Time3,Lost,NA,NA,NA,NA,NA,,
55,85,58,Deep,20180827,Time3,Alive,8.599,26.9,163,32,26,,
58,NA,58,Deep,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
67,86,58,Deep,20180827,Time3,Alive,13.269,26.9,163,37,28,,
68,NA,58,Deep,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
70,94,58,Deep,20180827,Time3,Alive,11.923,26.9,163,29,33,,
75,NA,58,Deep,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
82,84,58,Deep,20180827,Time3,Alive,17.342,26.9,163,32,33,,
84,95,58,Deep,20180827,Time3,Alive,30.661,26.9,163,22,36,,
85,93,58,Deep,20180827,Time3,Alive,20.24,26.9,163,41,29,,
86,97,58,Deep,20180827,Time3,Alive,12.227,26.9,163,21,34,,
87,NA,58,Deep,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
89,79,58,Deep,20180827,Time3,Alive,5.448,26.9,163,21,16,,
91,92,58,Deep,20180827,Time3,Alive,9.117,26.9,163,25,24,,
94,NA,58,Deep,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
95,96,58,Deep,20180827,Time3,Alive,17.34,26.9,163,38,33.5,,
104,NA,58,Deep,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
117,82,58,Deep,20180827,Time3,Alive,10.243,26.9,163,41,32,,
119,91,58,Deep,20180827,Time3,Alive,14.453,26.9,163,32,31,,
120,NA,58,Deep,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
2,NA,92,Shallow,20180827,Time3,Dead_Time1,NA,NA,NA,NA,NA,,
5,NA,92,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
12,NA,92,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
13,NA,92,Shallow,20180827,Time3,Dead_Time3,14.149,26.9,163,NA,NA,,
15,NA,92,Shallow,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
19,NA,92,Shallow,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
24,235,92,Shallow,20180827,Time3,Alive,18.448,26.9,163,25,38,,
26,NA,92,Shallow,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
29,225,92,Shallow,20180827,Time3,Alive,4.563,26.9,163,23,20,,
35,NA,92,Shallow,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
48,233,92,Shallow,20180827,Time3,Alive,11.13,26.9,163,19,33,,
56,221,92,Shallow,20180827,Time3,Alive,8.128,26.9,163,25,29,,
59,NA,92,Shallow,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
63,229,92,Shallow,20180827,Time3,Alive,9.062,26.9,163,34,24,,
65,227,92,Shallow,20180827,Time3,Alive,8.123,26.9,163,35,22,,
66,NA,92,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
71,223,92,Shallow,20180827,Time3,Alive,23.703,26.9,163,50,30,,
76,224,92,Shallow,20180827,Time3,Alive,11.584,26.9,163,33,33,,
79,236,92,Shallow,20180827,Time3,Alive,18.886,26.9,163,25,35,,
81,NA,92,Shallow,20180827,Time3,Dead_Time3,NA,NA,NA,NA,NA,,
83,226,92,Shallow,20180827,Time3,Alive,8.201,26.9,163,22,27,,
90,230,92,Shallow,20180827,Time3,Alive,10.183,26.9,163,24,21,,
92,42,92,Shallow,20180827,Time3,Alive,10.887,26.9,163,26,38,,
93,44,92,Shallow,20180827,Time3,Alive,17.638,26.9,163,33,26,,
97,232,92,Shallow,20180827,Time3,Alive,12.759,26.9,163,25,38,,
98,43,92,Shallow,20180827,Time3,Alive,15.08,26.9,163,24,30,,
100,228,92,Shallow,20180827,Time3,Alive,8.314,26.9,163,19,29,,
105,222,92,Shallow,20180827,Time3,Alive,6.852,26.9,163,14,15,,
107,NA,92,Shallow,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
113,NA,92,Shallow,20180827,Time3,Dead_Time3,4.761,26.9,163,NA,NA,,
1,NA,100,Deep,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
8,66,100,Deep,20180827,Time3,Alive,28.406,26.9,163,44,36,,
9,63,100,Deep,20180827,Time3,Alive,27.433,26.9,163,39,40,,
11,71,100,Deep,20180827,Time3,Alive,10.131,26.9,163,22,39,,
16,72,100,Deep,20180827,Time3,Alive,11.251,26.9,163,24,35,,
23,70,100,Deep,20180827,Time3,Alive,19.273,26.9,163,35,38,,
32,74,100,Deep,20180827,Time3,Alive,17.349,26.9,163,39,42,,
34,73,100,Deep,20180827,Time3,Alive,21.801,26.9,163,40,31,,
50,NA,100,Deep,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
51,75,100,Deep,20180827,Time3,Alive,7.971,26.9,163,26,31,,
54,77,100,Deep,20180827,Time3,Alive,5.076,26.9,163,21,22,,
60,NA,100,Deep,20180827,Time3,Fixed_Time2,NA,NA,NA,NA,NA,,
64,68,100,Deep,20180827,Time3,Alive,7.616,26.9,163,43,35,,
69,67,100,Deep,20180827,Time3,Alive,5.801,26.9,163,28,18,,
78,61,100,Deep,20180827,Time3,Alive,3.495,26.9,163,21,16,,
80,NA,100,Deep,20180827,Time3,Fixed_Time1,NA,NA,NA,NA,NA,,
88,NA,100,Deep,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
102,64,100,Deep,20180827,Time3,Alive,16.312,26.9,163,30,33,,
103,NA,100,Deep,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
106,60,100,Deep,20180827,Time3,Alive,9.854,26.9,163,30,19,,
108,NA,100,Deep,20180827,Time3,Fixed_Time2,NA,NA,NA,NA,NA,,
109,76,100,Deep,20180827,Time3,Alive,28.125,26.9,163,35,38,,
110,62,100,Deep,20180827,Time3,Alive,8.285,26.9,163,22,28,,
112,NA,100,Deep,20180827,Time3,Dead_Time2,NA,NA,NA,NA,NA,,
114,NA,100,Deep,20180827,Time3,Dead_Time3,11.178,26.9,163,NA,NA,,
118,65,100,Deep,20180827,Time3,Alive,19.03,26.9,163,42,36,,
125,NA,100,Deep,20180827,Time3,Dead_Time3,16.645,26.9,163,NA,NA,,
3,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
4,50,11,Shallow,20181101,Time4,Alive,16.991,29.06,66,44.806,34.68,HP,
7,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
10,NA,11,Shallow,20181101,Time4,Dead_Time1,NA,NA,NA,NA,NA,HP,
14,53,11,Shallow,20181101,Time4,Alive,26.862,29.02,66,42.188,40.299,HP,
17,58,11,Shallow,20181101,Time4,Alive,10.129,28.7,66,38.214,32.501,HP,
18,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
20,NA,11,Shallow,20181101,Time4,Fixed_Time2,NA,NA,NA,NA,NA,HP,
21,52,11,Shallow,20181101,Time4,Alive,11.845,29.02,66,34.152,31.978,HP,
30,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
31,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
33,55,11,Shallow,20181101,Time4,Alive,9.636,28.86,66,37.94,31.69,HP,
36,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
39,45,11,Shallow,20181101,Time4,Alive,5.217,28.64,66,24.066,23.974,HP,
41,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
42,NA,11,Shallow,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
43,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
47,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
52,48,11,Shallow,20181101,Time4,Alive,7.697,28.83,66,25.735,25.495,HP,
53,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
57,51,11,Shallow,20181101,Time4,Alive,3.673,28.57,66,19.051,16.87,HP,
62,NA,11,Shallow,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
72,54,11,Shallow,20181101,Time4,Alive,7.224,28.76,66,34.001,29.63,HP,
73,49,11,Shallow,20181101,Time4,Alive,4.616,29.08,66,24.723,22.131,HP,
74,46,11,Shallow,20181101,Time4,Alive,7.917,28.91,66,31.39,23.413,HP,
77,NA,11,Shallow,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
96,47,11,Shallow,20181101,Time4,Alive,12.815,28.96,66,34.288,32.969,HP,
99,56,11,Shallow,20181101,Time4,Alive,7.856,28.38,66,39.275,30.509,HP,
116,NA,11,Shallow,20181101,Time4,Dead_Time1,NA,NA,NA,NA,NA,HP,
121,NA,11,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
6,78,58,Deep,20181101,Time4,Alive,9.99,28.93,66,35.163,34.468,HP,
22,NA,58,Deep,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
25,81,58,Deep,20181101,Time4,Dead_Time4,8.437,29.1,66,38.858,32.566,HP,"dead at this point, no tissue"
27,87,58,Deep,20181101,Time4,Alive,8.14,28.41,66,27.321,27.294,HP,
28,88,58,Deep,20181101,Time4,Alive,10.06,29.04,66,31.161,25.408,HP,
38,90,58,Deep,20181101,Time4,Alive,23.137,29.03,66,25.823,32.797,HP,
40,NA,58,Deep,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
44,89,58,Deep,20181101,Time4,Alive,12.403,28.94,66,25.878,25.932,HP,
45,80,58,Deep,20181101,Time4,Alive,9.471,28.66,66,34.675,25.448,HP,
46,83,58,Deep,20181101,Time4,Alive,10.998,28.98,66,38.004,35.613,HP,
49,NA,58,Deep,20181101,Time4,Lost,NA,NA,NA,NA,NA,HP,
55,85,58,Deep,20181101,Time4,Alive,9.194,29.06,66,41.584,30.002,HP,
58,NA,58,Deep,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
67,86,58,Deep,20181101,Time4,Alive,14.646,29.01,66,45.701,36.014,HP,
68,NA,58,Deep,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
70,94,58,Deep,20181101,Time4,Alive,12.94,28.75,66,46.359,45.991,HP,
75,NA,58,Deep,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
82,84,58,Deep,20181101,Time4,Alive,19.18,28.95,66,42.082,41.914,HP,
84,95,58,Deep,20181101,Time4,Alive,30.994,29,66,49.467,32.156,HP,
85,93,58,Deep,20181101,Time4,Alive,22.942,28.69,66,45.02,32.255,HP,
86,97,58,Deep,20181101,Time4,Alive,13.095,29.06,66,49.984,33.802,HP,
87,NA,58,Deep,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
89,79,58,Deep,20181101,Time4,Alive,5.687,28.81,66,26.691,9.701,HP,
91,92,58,Deep,20181101,Time4,Alive,9.899,28.62,66,28.899,27.276,HP,
94,NA,58,Deep,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
95,96,58,Deep,20181101,Time4,Alive,19.252,28.5,66,60.837,46.668,HP,
104,NA,58,Deep,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
117,82,58,Deep,20181101,Time4,Alive,10.952,29.06,66,43.412,37.13,HP,
119,91,58,Deep,20181101,Time4,Alive,16.041,28.87,66,54.368,49.636,HP,
120,NA,58,Deep,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
2,NA,92,Shallow,20181101,Time4,Dead_Time1,NA,NA,NA,NA,NA,HP,
5,NA,92,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
12,NA,92,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
13,NA,92,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
15,NA,92,Shallow,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
19,NA,92,Shallow,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
24,235,92,Shallow,20181101,Time4,Alive,20.079,29.06,66,38.835,33.496,HP,
26,NA,92,Shallow,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
29,225,92,Shallow,20181101,Time4,Alive,5.146,28.73,66,23.286,22.08,HP,
35,NA,92,Shallow,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
48,233,92,Shallow,20181101,Time4,Alive,11.838,28.68,66,44.389,20.685,HP,
56,221,92,Shallow,20181101,Time4,Alive,8.929,28.77,66,32.166,31.676,HP,
59,NA,92,Shallow,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
63,229,92,Shallow,20181101,Time4,Alive,10.65,28.87,66,37.381,24.488,HP,
65,227,92,Shallow,20181101,Time4,Alive,9.459,28.84,66,28.529,27.345,HP,
66,NA,92,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
71,223,92,Shallow,20181101,Time4,Alive,25.702,28.84,66,59.698,42.079,HP,
76,224,92,Shallow,20181101,Time4,Alive,12.508,28.78,66,36.605,35.758,HP,
79,236,92,Shallow,20181101,Time4,Alive,21.027,28.89,66,43.263,37.954,HP,
81,NA,92,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
83,226,92,Shallow,20181101,Time4,Alive,9.367,28.85,66,31.096,31.08,HP,
90,230,92,Shallow,20181101,Time4,Alive,10.845,28.64,66,28.311,28.954,HP,
92,42,92,Shallow,20181101,Time4,Alive,11.583,28.71,66,41.719,27.875,HP,
93,44,92,Shallow,20181101,Time4,Alive,18.936,28.79,66,45.434,34.101,HP,
97,232,92,Shallow,20181101,Time4,Alive,13.119,29,66,42.373,28.69,HP,tissue loss
98,43,92,Shallow,20181101,Time4,Alive,16.021,28.39,66,35.876,34.615,HP,
100,228,92,Shallow,20181101,Time4,Alive,8.562,29.04,66,30.624,25.728,HP,
105,222,92,Shallow,20181101,Time4,Alive,6.912,29.09,66,16.273,12.88,HP,
107,NA,92,Shallow,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
113,NA,92,Shallow,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
1,NA,100,Deep,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
8,66,100,Deep,20181101,Time4,Alive,31.616,28.94,66,52.86,46.042,HP,
9,63,100,Deep,20181101,Time4,Alive,28.765,28.91,66,55.686,50.255,HP,
11,71,100,Deep,20181101,Time4,Alive,10.879,28.41,66,36.94,21.58,HP,
16,72,100,Deep,20181101,Time4,Alive,12.895,28.97,66,37.715,25.49,HP,
23,70,100,Deep,20181101,Time4,Alive,20.988,28.39,66,39.464,31.289,HP,
32,74,100,Deep,20181101,Time4,Alive,18.274,28.47,66,49.731,46.837,HP,
34,73,100,Deep,20181101,Time4,Alive,24.15,29.08,66,44.614,39.732,HP,
50,NA,100,Deep,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
51,75,100,Deep,20181101,Time4,Alive,9.559,28.52,66,42.568,41.706,HP,
54,77,100,Deep,20181101,Time4,Alive,5.337,28.39,66,29.532,27.282,HP,
60,NA,100,Deep,20181101,Time4,Fixed_Time2,NA,NA,NA,NA,NA,HP,
64,68,100,Deep,20181101,Time4,Alive,7.757,28.61,66,35.647,35.32,HP,
69,67,100,Deep,20181101,Time4,Alive,6.49,28.99,66,33.508,23.395,HP,
78,61,100,Deep,20181101,Time4,Alive,3.779,28.41,66,29.867,19.589,HP,
80,NA,100,Deep,20181101,Time4,Fixed_Time1,NA,NA,NA,NA,NA,HP,
88,NA,100,Deep,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
102,64,100,Deep,20181101,Time4,Alive,17.497,28.41,66,37.122,33.599,HP,
103,NA,100,Deep,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
106,60,100,Deep,20181101,Time4,Alive,11.318,28.45,66,34.045,31.925,HP,
108,NA,100,Deep,20181101,Time4,Fixed_Time2,NA,NA,NA,NA,NA,HP,
109,76,100,Deep,20181101,Time4,Alive,29.241,28.54,66,52.453,51.295,HP,
110,62,100,Deep,20181101,Time4,Alive,8.846,28.43,66,28.975,26.019,HP,
112,NA,100,Deep,20181101,Time4,Dead_Time2,NA,NA,NA,NA,NA,HP,
114,NA,100,Deep,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
118,65,100,Deep,20181101,Time4,Alive,20.514,28.8,66,49.676,40.148,HP,
125,NA,100,Deep,20181101,Time4,Dead_Time3,NA,NA,NA,NA,NA,HP,
